"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Director",NA,"The Godfather","45-1973","tt0068646","The Godfather","nm0000338","Francis Ford Coppola",NA,NA,"The Godfather",1972,"R","24 Mar 1972","175 min","Crime, Drama","Francis Ford Coppola","Mario Puzo, Francis Ford Coppola","Marlon Brando, Al Pacino, James Caan","The Godfather follows Vito Corleone, Don of the Corleone family, as he passes the mantle to his unwilling son, Michael.","English, Italian, Latin","United States","Won 3 Oscars. 31 wins & 30 nominations total","https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","100","9.2","1,742,506","tt0068646","movie",NA,NA,NA,NA,"9.2/10","100/100","97%",8,2021-07-09,NA,NA
"Best Director",NA,"The Emigrants","45-1973","tt0067919","The Emigrants","nm0873296","Jan Troell",NA,NA,"The Emigrants",1971,"PG","08 Mar 1971","151 min","Drama, History","Jan Troell","Bengt Forslund, Jan Troell, Vilhelm Moberg","Max von Sydow, Liv Ullmann, Eddie Axberg","Småland, Sweden, mid-19th century. A farming family struggle with their rocky, unyielding land, and decide to embark on the arduous journey to new hope in America.","Swedish, English","Sweden","Nominated for 5 Oscars. 8 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BOGUzNWZhYWQtZWIxMi00OTM1LThjZDAtZDI0MTAxYzRlZGU3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg","N/A","8.0","6,450","tt0067919","movie",NA,NA,NA,NA,"8.0/10",NA,"93%",NA,NA,NA,NA
"Best Director",NA,"Deliverance","45-1973","tt0068473","Deliverance","nm0000958","John Boorman",NA,NA,"Deliverance",1972,"R","18 Aug 1972","109 min","Adventure, Drama, Thriller","John Boorman","James Dickey, John Boorman","Jon Voight, Burt Reynolds, Ned Beatty","Intent on seeing the Cahulawassee River before it's dammed and turned into a lake, outdoor fanatic Lewis Medlock takes his friends on a canoeing trip they'll never forget into the dangerous American back-country.","English","United States","Nominated for 3 Oscars. 3 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BZjBhYzU3NWItOWZjMy00NjI5LWFmYmItZmIyOWFlMDIxMWNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","80","7.7","105,081","tt0068473","movie",NA,NA,NA,NA,"7.7/10","80/100","89%",NA,NA,NA,NA
"Best Director",NA,"Sleuth","45-1973","tt0069281","Sleuth","nm0000581","Joseph L. Mankiewicz",NA,NA,"Sleuth",1972,"PG","11 Dec 1972","138 min","Mystery, Thriller","Joseph L. Mankiewicz","Anthony Shaffer","Laurence Olivier, Michael Caine, Alec Cawthorne","A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.","English, Italian","United Kingdom, United States","Nominated for 4 Oscars. 5 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BM2EzZmFmMmItODY3Zi00NjdjLWE0MTYtZWQ3MGIyM2M4YjZhXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg","N/A","8.0","46,994","tt0069281","movie",NA,NA,NA,NA,"8.0/10",NA,"96%",NA,NA,NA,NA
"Best Director","Winner","The Sting","46-1974","tt0070735","The Sting","nm0001351","George Roy Hill",NA,NA,"The Sting",1973,"PG","25 Dec 1973","129 min","Comedy, Crime, Drama","George Roy Hill","David S. Ward","Paul Newman, Robert Redford, Robert Shaw","Two grifters team up to pull off the ultimate con.","English","United States","Won 7 Oscars. 18 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","83","8.3","253,785","tt0070735","movie",NA,NA,NA,NA,"8.3/10","83/100","94%",NA,NA,NA,NA
"Best Director",NA,"Last Tango in Paris","46-1974","tt0070849","Last Tango in Paris","nm0000934","Bernardo Bertolucci",NA,NA,"Last Tango in Paris",1972,"NC-17","07 Feb 1973","129 min","Drama, Romance","Bernardo Bertolucci","Bernardo Bertolucci, Franco Arcalli, Agnès Varda","Marlon Brando, Maria Schneider, Maria Michi","A young Parisian woman meets a middle-aged American businessman who demands their clandestine relationship be based only on sex.","English, French","Italy, France","Nominated for 2 Oscars. 7 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BNGY5YzI0ZDUtODhkNy00YTEyLWI4MjktNTg1MzA3MTAyMGM0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg","77","7.0","52,627","tt0070849","movie",NA,NA,NA,NA,"7.0/10","77/100","83%",NA,NA,NA,NA
"Best Director",NA,"American Graffiti","46-1974","tt0069704","American Graffiti","nm0000184","George Lucas",NA,NA,"American Graffiti",1973,"PG","11 Aug 1973","110 min","Comedy, Drama","George Lucas","George Lucas, Gloria Katz, Willard Huyck","Richard Dreyfuss, Ron Howard, Paul Le Mat","A group of teenagers in California's central valley spend one final night after their 1962 high school graduation cruising the strip with their buddies before they pursue their varying goals.","English","United States","Nominated for 5 Oscars. 9 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg","97","7.4","87,215","tt0069704","movie",NA,NA,NA,NA,"7.4/10","97/100","96%",6,2021-07-09,NA,NA
"Best Director",NA,"Cries & Whispers","46-1974","tt0069467","Cries & Whispers","nm0000005","Ingmar Bergman",NA,NA,"Cries & Whispers",1972,"R","05 Mar 1973","91 min","Drama","Ingmar Bergman","Ingmar Bergman","Harriet Andersson, Liv Ullmann, Kari Sylwan","When a woman dying of cancer in early twentieth-century Sweden is visited by her two sisters, long-repressed feelings between the siblings rise to the surface.","Swedish, German, Danish","Sweden","Won 1 Oscar. 23 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTg3NzYzOTEtNmE2Ni00M2EyLWJhMjctNjMyMTk4ZTViOGUzXkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg","N/A","8.1","33,030","tt0069467","movie",NA,NA,NA,NA,"8.1/10",NA,"91%",NA,NA,NA,NA
"Best Director",NA,"The Exorcist","46-1974","tt0070047","The Exorcist","nm0001243","William Friedkin",NA,NA,"The Exorcist",1973,"R","26 Dec 1973","122 min","Horror","William Friedkin","William Peter Blatty","Ellen Burstyn, Max von Sydow, Linda Blair","When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.","English, Latin, Greek, French, German, Arabic, Kurdish","United States","Won 2 Oscars. 16 wins & 17 nominations total","https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","81","8.0","383,469","tt0070047","movie",NA,NA,NA,NA,"8.0/10","81/100","83%",9,2021-07-09,NA,NA
"Best Director","Winner","The Godfather: Part II","47-1975","tt0071562","The Godfather: Part II","nm0000338","Francis Ford Coppola",NA,NA,"The Godfather: Part II",1974,"R","18 Dec 1974","202 min","Crime, Drama","Francis Ford Coppola","Francis Ford Coppola, Mario Puzo","Al Pacino, Robert De Niro, Robert Duvall","The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.","English, Italian, Spanish, Latin, Sicilian","United States","Won 6 Oscars. 17 wins & 20 nominations total","https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","90","9.0","1,208,928","tt0071562","movie",NA,NA,NA,NA,"9.0/10","90/100","96%",9,2021-07-09,NA,NA
"Best Director",NA,"Lenny","47-1975","tt0071746","Lenny","nm0002080","Bob Fosse",NA,NA,"Lenny",1974,"R","07 Feb 1975","111 min","Biography, Drama","Bob Fosse","Julian Barry","Dustin Hoffman, Valerie Perrine, Jan Miner","The story of acerbic 1960s comic Lenny Bruce, whose groundbreaking, no-holds-barred style and social commentary was often deemed by the Establishment as too obscene for the public.","English","United States","Nominated for 6 Oscars. 7 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNjVjNjgzMTUtMmMxYy00NDQwLWI4YmYtOTFiYWZiNzRiNmExXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg","61","7.6","15,726","tt0071746","movie",NA,NA,NA,NA,"7.6/10","61/100","89%",NA,NA,NA,NA
"Best Director",NA,"Day for Night","47-1975","tt0070460","Day for Night","nm0000076","FranÃ§ois Truffaut",NA,NA,"Day for Night",1973,"PG","07 Sep 1973","116 min","Comedy, Drama, Romance","François Truffaut","François Truffaut, Jean-Louis Richard, Suzanne Schiffman","Jacqueline Bisset, Jean-Pierre Léaud, François Truffaut","A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.","French, English, Italian","France, Italy","Won 1 Oscar. 13 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BYWQzOTZkNjUtN2Y0NC00OTNjLWJiNjAtMmYyMmRkNzU3YTlmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","N/A","8.0","22,098","tt0070460","movie",NA,NA,NA,NA,"8.0/10",NA,"97%",NA,NA,NA,NA
"Best Director",NA,"A Woman Under the Influence","47-1975","tt0072417","A Woman Under the Influence","nm0001023","John Cassavetes",NA,NA,"A Woman Under the Influence",1974,"R","18 Nov 1974","155 min","Drama, Romance","John Cassavetes","John Cassavetes","Gena Rowlands, Peter Falk, Fred Draper","Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.","English, Italian","United States","Nominated for 2 Oscars. 9 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BY2MxMDRlYjMtMGU5MS00MDc2LTg3YWMtMzQ3NTE5YTA2Y2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","88","8.2","24,396","tt0072417","movie",NA,NA,NA,NA,"8.2/10","88/100","90%",NA,NA,NA,NA
"Best Director",NA,"Chinatown","47-1975","tt0071315","Chinatown","nm0000591","Roman Polanski",NA,NA,"Chinatown",1974,"R","20 Jun 1974","130 min","Drama, Mystery, Thriller","Roman Polanski","Robert Towne, Roman Polanski","Jack Nicholson, Faye Dunaway, John Huston","A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.","English, Cantonese, Spanish","United States","Won 1 Oscar. 21 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","92","8.2","314,651","tt0071315","movie",NA,NA,NA,NA,"8.2/10","92/100","99%",8,2022-01-13,NA,NA
"Best Director","Winner","One Flew Over the Cuckoo's Nest","48-1976","tt0073486","One Flew Over the Cuckoo's Nest","nm0001232","Milos Forman",NA,NA,"One Flew Over the Cuckoo's Nest",1975,"R","19 Nov 1975","133 min","Drama","Milos Forman","Lawrence Hauben, Bo Goldman, Ken Kesey","Jack Nicholson, Louise Fletcher, Michael Berryman","A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.","English","United States","Won 5 Oscars. 38 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","84","8.7","968,060","tt0073486","movie",NA,NA,NA,NA,"8.7/10","84/100","94%",NA,NA,NA,NA
"Best Director",NA,"Amarcord","48-1976","tt0071129","Amarcord","nm0000019","Federico Fellini",NA,NA,"Amarcord",1973,"R","19 Sep 1974","123 min","Comedy, Drama","Federico Fellini","Federico Fellini, Tonino Guerra","Magali Noël, Bruno Zanin, Pupella Maggio","A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.","Italian, Greek, Ancient (to 1453)","Italy, France","Won 1 Oscar. 20 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BZTlmZjEyNzEtMWEyYS00MTIzLTlmZTQtODNiNWMxMDY4MTViXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg","N/A","7.9","42,548","tt0071129","movie",NA,NA,NA,NA,"7.9/10",NA,"87%",8,2021-07-11,NA,NA
"Best Director",NA,"Nashville","48-1976","tt0073440","Nashville","nm0000265","Robert Altman",NA,NA,"Nashville",1975,"R","01 Jul 1975","160 min","Comedy, Drama, Music","Robert Altman","Joan Tewkesbury","Keith Carradine, Karen Black, Ronee Blakley","Over the course of a few hectic days, numerous interrelated people prepare for a political convention.","English","United States","Won 1 Oscar. 24 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BMDY0MzE3YWQtZTAzMS00ZmRlLWE3NzYtMjk0NDlkMmE4N2U2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","96","7.7","25,600","tt0073440","movie",NA,NA,NA,NA,"7.7/10","96/100","91%",NA,NA,NA,NA
"Best Director",NA,"Dog Day Afternoon","48-1976","tt0072890","Dog Day Afternoon","nm0001486","Sidney Lumet",NA,NA,"Dog Day Afternoon",1975,"R","25 Dec 1975","125 min","Biography, Crime, Drama","Sidney Lumet","Frank Pierson, P.F. Kluge, Thomas Moore","Al Pacino, John Cazale, Penelope Allen","Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does","English","United States","Won 1 Oscar. 14 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BODExZmE2ZWItYTIzOC00MzI1LTgyNTktMDBhNmFhY2Y4OTQ3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg","86","8.0","249,230","tt0072890","movie",NA,NA,NA,NA,"8.0/10","86/100","96%",NA,NA,NA,NA
"Best Director",NA,"Barry Lyndon","48-1976","tt0072684","Barry Lyndon","nm0000040","Stanley Kubrick",NA,NA,"Barry Lyndon",1975,"PG","18 Dec 1975","185 min","Adventure, Drama, History","Stanley Kubrick","Stanley Kubrick, William Makepeace Thackeray","Ryan O'Neal, Marisa Berenson, Patrick Magee","An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.","English, German, French","United Kingdom, United States","Won 4 Oscars. 19 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","89","8.1","161,449","tt0072684","movie",NA,NA,NA,NA,"8.1/10","89/100","91%",7,2021-07-09,NA,NA
"Best Director","Winner","Rocky","49-1977","tt0075148","Rocky","nm0000814","John G. Avildsen",NA,NA,"Rocky",1976,"PG","03 Dec 1976","120 min","Drama, Sport","John G. Avildsen","Sylvester Stallone","Sylvester Stallone, Talia Shire, Burt Young","A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.","English","United States","Won 3 Oscars. 20 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_SX300.jpg","70","8.1","549,287","tt0075148","movie",NA,NA,NA,NA,"8.1/10","70/100","93%",8,2021-07-09,NA,NA
"Best Director",NA,"All the President's Men","49-1977","tt0074119","All the President's Men","nm0001587","Alan J. Pakula",NA,NA,"All the President's Men",1976,"PG","09 Apr 1976","138 min","Drama, History, Thriller","Alan J. Pakula","Carl Bernstein, Bob Woodward, William Goldman","Dustin Hoffman, Robert Redford, Jack Warden","""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.","English, Spanish","United States","Won 4 Oscars. 17 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BOWI2YWQxM2MtY2U4Yi00YjgzLTgwNzktN2ExNTgzNTIzMmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","84","8.0","111,576","tt0074119","movie",NA,NA,NA,NA,"8.0/10","84/100","94%",8,2021-07-09,NA,NA
"Best Director",NA,"Face to Face","49-1977","tt0074147","Face to Face","nm0000005","Ingmar Bergman",NA,NA,"Face to Face",1976,"R","05 Apr 1976","114 min","Drama, Fantasy","Ingmar Bergman","Ingmar Bergman","Liv Ullmann, Erland Josephson, Aino Taube","A married couple of psychiatrists has their relationship tested when one suffers a mental breakdown.","Swedish","Sweden","Nominated for 2 Oscars. 9 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BY2IyMzdkYmYtNDg5NC00NGJiLTk3YWUtYWFhYTA1ZjM0OTMwXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_SX300.jpg","68","7.6","5,438","tt0074147","movie",NA,NA,NA,NA,"7.6/10","68/100","76%",NA,NA,NA,NA
"Best Director",NA,"Seven Beauties","49-1977","tt0075040","Seven Beauties","nm0921631","Lina WertmÃ¼ller",NA,NA,"Seven Beauties",1975,"R","21 Jan 1976","116 min","Comedy, Drama, War","Lina Wertmüller","Lina Wertmüller","Giancarlo Giannini, Fernando Rey, Shirley Stoler","The defense of honor, a strong value in Neapolitan society, and its effects on the life of everyman Pasquale Frafuso.","Italian, German, Neapolitan, Spanish, English","Italy","Nominated for 4 Oscars. 4 wins & 10 nominations total","https://m.media-amazon.com/images/M/MV5BZjBhMDUyYzAtMTUyYS00M2FkLTgwOWUtN2ViZGNjNDUxZTViXkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg","N/A","7.8","5,695","tt0075040","movie",NA,NA,NA,NA,"7.8/10",NA,"68%",NA,NA,NA,NA
"Best Director",NA,"Network","49-1977","tt0074958","Network","nm0001486","Sidney Lumet",NA,NA,"Network",1976,"R","27 Nov 1976","121 min","Drama","Sidney Lumet","Paddy Chayefsky","Faye Dunaway, William Holden, Peter Finch","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","English","United States","Won 4 Oscars. 20 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg","83","8.1","154,630","tt0074958","movie",NA,NA,NA,NA,"8.1/10","83/100","92%",9,2022-02-14,NA,NA
"Best Director","Winner","Annie Hall","50-1978","tt0075686","Annie Hall","nm0000095","Woody Allen",NA,NA,"Annie Hall",1977,"PG","20 Apr 1977","93 min","Comedy, Romance","Woody Allen","Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Tony Roberts","Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.","English, German","United States","Won 4 Oscars. 31 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","92","8.0","260,533","tt0075686","movie",NA,NA,NA,NA,"8.0/10","92/100","96%",NA,NA,NA,NA
"Best Director",NA,"Julia","50-1978","tt0076245","Julia","nm0003593","Fred Zinnemann",NA,NA,"Julia",1977,"PG","08 Jan 1978","117 min","Drama","Fred Zinnemann","Lillian Hellman, Alvin Sargent","Jane Fonda, Vanessa Redgrave, Jason Robards","At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.","English, French, German, Russian","United States","Won 3 Oscars. 21 wins & 25 nominations total","https://m.media-amazon.com/images/M/MV5BNTI2YjQ3MWYtODczNy00M2VmLWI2ODYtYmVlMzc1MTQ3MzM1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","58","7.2","9,405","tt0076245","movie",NA,NA,NA,NA,"7.2/10","58/100","74%",NA,NA,NA,NA
"Best Director",NA,"Star Wars: Episode IV - A New Hope","50-1978","tt0076759","Star Wars: Episode IV - A New Hope","nm0000184","George Lucas",NA,NA,"Star Wars: Episode IV - A New Hope",1977,"PG","25 May 1977","121 min","Action, Adventure, Fantasy","George Lucas","George Lucas","Mark Hamill, Harrison Ford, Carrie Fisher","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vad","English","United States","Won 7 Oscars. 63 wins & 29 nominations total","https://m.media-amazon.com/images/M/MV5BNzVlY2MwMjktM2E4OS00Y2Y3LWE3ZjctYzhkZGM3YzA1ZWM2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","90","8.6","1,299,658","tt0076759","movie",NA,NA,NA,NA,"8.6/10","90/100","92%",8,2021-07-09,NA,NA
