"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Documentary, Features",NA,"Malcolm Clarke, Stuart Sender","75-2003","tt0316013","Prisoner of Paradise","nm1213974","Stuart Sender",NA,NA,"Prisoner of Paradise",2002,"PG","23 Apr 2011","96 min","Documentary, Biography","Malcolm Clarke, Stuart Sender","Malcolm Clarke","Ian Holm, Robert Lantz, Eleonore Hertzberg","Documentary about Holocaust victim Kurt Gerron.","English","United States, Canada, Germany, United Kingdom","Nominated for 1 Oscar. 1 win & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTU0NTIyNzUxMV5BMl5BanBnXkFtZTYwODA1NTk5._V1_SX300.jpg","N/A","7.6","384","tt0316013","movie",NA,NA,NA,NA,"7.6/10",NA,"82%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Jeffrey Blitz, Sean Welch","75-2003","tt0334405","Spellbound","nm0998825","Jeffrey Blitz",NA,NA,"Spellbound",2002,"G","10 Oct 2003","97 min","Documentary, Comedy, Thriller","Jeffrey Blitz","N/A","Angela Arenivar, Ubaldo Arenivar, Jorge Arenivar","Spellbound follows eight teenagers on their quest to win the 1999 National Spelling Bee.","English, Spanish","United States","Nominated for 1 Oscar. 17 wins & 19 nominations total","https://m.media-amazon.com/images/M/MV5BMTc3NjA3MzUwNF5BMl5BanBnXkFtZTYwMDg0NjI3._V1_SX300.jpg","80","7.6","12,207","tt0334405","movie",NA,NA,NA,NA,"7.6/10","80/100","97%",6,2021-08-20,NA,NA
"Best Documentary, Features",NA,"Jeffrey Blitz, Sean Welch","75-2003","tt0334405","Spellbound","nm1290122","Sean Welch",NA,NA,"Spellbound",2002,"G","10 Oct 2003","97 min","Documentary, Comedy, Thriller","Jeffrey Blitz","N/A","Angela Arenivar, Ubaldo Arenivar, Jorge Arenivar","Spellbound follows eight teenagers on their quest to win the 1999 National Spelling Bee.","English, Spanish","United States","Nominated for 1 Oscar. 17 wins & 19 nominations total","https://m.media-amazon.com/images/M/MV5BMTc3NjA3MzUwNF5BMl5BanBnXkFtZTYwMDg0NjI3._V1_SX300.jpg","80","7.6","12,207","tt0334405","movie",NA,NA,NA,NA,"7.6/10","80/100","97%",6,2021-08-20,NA,NA
"Best Documentary, Features",NA,"Jacques Perrin","75-2003","tt0301727","Winged Migration","nm0674742","Jacques Perrin",NA,NA,"Winged Migration",2001,"G","29 Aug 2003","89 min","Documentary","Jacques Perrin, Jacques Cluzaud, Michel Debats","Jean Dorst, Stéphane Durand, Guy Jarry","Jacques Perrin, Philippe Labro","Documentary on the migratory patterns of birds, shot over the course of three years on all seven continents.","English, French","France, Germany, Switzerland, Spain, Italy","Nominated for 1 Oscar. 5 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTkwOTg5MTI5N15BMl5BanBnXkFtZTYwNTQ3Njk5._V1_SX300.jpg","82","8.0","11,850","tt0301727","movie",NA,NA,NA,NA,"8.0/10","82/100","95%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Errol Morris, Michael Williams","76-2004","tt0317910","The Fog of War","nm0001554","Errol Morris",NA,NA,"The Fog of War",2003,"PG-13","05 Mar 2004","107 min","Documentary, Biography, History","Errol Morris","N/A","Robert McNamara, John F. Kennedy, Fidel Castro","The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon B. Johnson, Robert McNamara.","English","United States","Won 1 Oscar. 14 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTc3MTA4NDgzNl5BMl5BanBnXkFtZTcwOTAxNTQyMQ@@._V1_SX300.jpg","87","8.1","23,998","tt0317910","movie",NA,NA,NA,NA,"8.1/10","87/100","96%",8,2021-07-09,NA,NA
"Best Documentary, Features","Winner","Errol Morris, Michael Williams","76-2004","tt0317910","The Fog of War","nm0931308","Michael Williams",NA,NA,"The Fog of War",2003,"PG-13","05 Mar 2004","107 min","Documentary, Biography, History","Errol Morris","N/A","Robert McNamara, John F. Kennedy, Fidel Castro","The story of America as seen through the eyes of the former Secretary of Defense under President John F. Kennedy and President Lyndon B. Johnson, Robert McNamara.","English","United States","Won 1 Oscar. 14 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTc3MTA4NDgzNl5BMl5BanBnXkFtZTcwOTAxNTQyMQ@@._V1_SX300.jpg","87","8.1","23,998","tt0317910","movie",NA,NA,NA,NA,"8.1/10","87/100","96%",8,2021-07-09,NA,NA
"Best Documentary, Features",NA,"Andrew Jarecki, Marc Smerling","76-2004","tt0342172","Capturing the Friedmans","nm1285613","Andrew Jarecki",NA,NA,"Capturing the Friedmans",2003,"Not Rated","18 Jul 2003","107 min","Documentary, Biography, Crime","Andrew Jarecki","N/A","Arnold Friedman, Jesse Friedman, David Friedman","Documentary on the Friedmans, a seemingly typical, upper-middle-class Jewish family whose world is instantly transformed when the father and his youngest son are arrested and charged with shocking and horrible crimes.","English","United States","Nominated for 1 Oscar. 25 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTIwOTY2NzU3NV5BMl5BanBnXkFtZTcwOTU5MDYyMQ@@._V1_SX300.jpg","90","7.7","25,269","tt0342172","movie",NA,NA,NA,NA,"7.7/10","90/100","97%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Andrew Jarecki, Marc Smerling","76-2004","tt0342172","Capturing the Friedmans","nm0806830","Marc Smerling",NA,NA,"Capturing the Friedmans",2003,"Not Rated","18 Jul 2003","107 min","Documentary, Biography, Crime","Andrew Jarecki","N/A","Arnold Friedman, Jesse Friedman, David Friedman","Documentary on the Friedmans, a seemingly typical, upper-middle-class Jewish family whose world is instantly transformed when the father and his youngest son are arrested and charged with shocking and horrible crimes.","English","United States","Nominated for 1 Oscar. 25 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BMTIwOTY2NzU3NV5BMl5BanBnXkFtZTcwOTU5MDYyMQ@@._V1_SX300.jpg","90","7.7","25,269","tt0342172","movie",NA,NA,NA,NA,"7.7/10","90/100","97%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Carles Bosch, Josep Maria DomÃ¨nech","76-2004","tt0321376","Cuban Rafters","nm1188723","Carles Bosch",NA,NA,"Balseros",2002,"Not Rated","12 Apr 2002","120 min","Documentary","Carles Bosch, Josep Maria Domènech","Carles Bosch, David Trueba","Guillermo Armas, Maria Celeste Arraras, Rafael Cano","The story of Cuban refugees who risked their lives in homemade rafts to reach the United States, and what life is like for those who succeed.","Spanish","Spain","Nominated for 1 Oscar. 7 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMjA3ODE5MTEwMF5BMl5BanBnXkFtZTcwNTA4NDAzMQ@@._V1_SX300.jpg","73","7.3","597","tt0321376","movie",NA,NA,NA,NA,"7.3/10","73/100","88%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Carles Bosch, Josep Maria DomÃ¨nech","76-2004","tt0321376","Cuban Rafters","nm2060660","Josep Maria DomÃ¨nech",NA,NA,"Balseros",2002,"Not Rated","12 Apr 2002","120 min","Documentary","Carles Bosch, Josep Maria Domènech","Carles Bosch, David Trueba","Guillermo Armas, Maria Celeste Arraras, Rafael Cano","The story of Cuban refugees who risked their lives in homemade rafts to reach the United States, and what life is like for those who succeed.","Spanish","Spain","Nominated for 1 Oscar. 7 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMjA3ODE5MTEwMF5BMl5BanBnXkFtZTcwNTA4NDAzMQ@@._V1_SX300.jpg","73","7.3","597","tt0321376","movie",NA,NA,NA,NA,"7.3/10","73/100","88%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Nathaniel Kahn, Susan Rose Behr","76-2004","tt0373175","My Architect","nm0434896","Nathaniel Kahn",NA,NA,"My Architect",2003,"N/A","12 Nov 2003","116 min","Documentary, Biography","Nathaniel Kahn","Nathaniel Kahn","Edmund Bacon, Edwina Pattison Daniels, Balkrishna Doshi","Director Nathaniel Kahn searches to understand his father, noted architect Louis Kahn, who died bankrupt and alone in 1974.","English","United States","Nominated for 1 Oscar. 7 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMTMzMDc1OTY3NV5BMl5BanBnXkFtZTcwMDM4NDEzMQ@@._V1_SX300.jpg","81","7.4","3,184","tt0373175","movie",NA,NA,NA,NA,"7.4/10","81/100","93%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Nathaniel Kahn, Susan Rose Behr","76-2004","tt0373175","My Architect","nm1405980","Susan Rose Behr",NA,NA,"My Architect",2003,"N/A","12 Nov 2003","116 min","Documentary, Biography","Nathaniel Kahn","Nathaniel Kahn","Edmund Bacon, Edwina Pattison Daniels, Balkrishna Doshi","Director Nathaniel Kahn searches to understand his father, noted architect Louis Kahn, who died bankrupt and alone in 1974.","English","United States","Nominated for 1 Oscar. 7 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMTMzMDc1OTY3NV5BMl5BanBnXkFtZTcwMDM4NDEzMQ@@._V1_SX300.jpg","81","7.4","3,184","tt0373175","movie",NA,NA,NA,NA,"7.4/10","81/100","93%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Sam Green, Bill Siegel","76-2004","tt0343168","The Weather Underground","nm0338316","Sam Green",NA,NA,"The Weather Underground",2002,"Unrated","13 Nov 2003","92 min","Documentary, History, War","Sam Green, Bill Siegel","N/A","Lili Taylor, Pamela Z, Jim Lange","The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.","English","United States","Nominated for 1 Oscar. 4 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMTI2MTU5Njc3M15BMl5BanBnXkFtZTcwNzA2NzUyMQ@@._V1_SX300.jpg","77","7.5","3,601","tt0343168","movie",NA,NA,NA,NA,"7.5/10","77/100","92%",7,2021-09-16,"Prime","Documentary"
"Best Documentary, Features",NA,"Sam Green, Bill Siegel","76-2004","tt0343168","The Weather Underground","nm0796903","Bill Siegel",NA,NA,"The Weather Underground",2002,"Unrated","13 Nov 2003","92 min","Documentary, History, War","Sam Green, Bill Siegel","N/A","Lili Taylor, Pamela Z, Jim Lange","The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.","English","United States","Nominated for 1 Oscar. 4 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMTI2MTU5Njc3M15BMl5BanBnXkFtZTcwNzA2NzUyMQ@@._V1_SX300.jpg","77","7.5","3,601","tt0343168","movie",NA,NA,NA,NA,"7.5/10","77/100","92%",7,2021-09-16,"Prime","Documentary"
"Best Documentary, Features","Winner","Ross Kauffman, Zana Briski","77-2005","tt0388789","Born Into Brothels: Calcutta's Red Light Kids","nm1502104","Ross Kauffman",NA,NA,"Born Into Brothels: Calcutta's Red Light Kids",2004,"R","11 Mar 2005","85 min","Documentary, Biography, News","Zana Briski, Ross Kauffman","Zana Briski, Ross Kauffman","Kochi, Avijit Halder, Shanti Das","Two documentary filmmakers chronicle their time in Sonagchi, Calcutta and the relationships they developed with children of prostitutes who work the city's notorious red light district.","Bengali, English","United States","Won 1 Oscar. 21 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTY0Nzc4NDEwNl5BMl5BanBnXkFtZTcwMjMyNzcyMQ@@._V1_SX300.jpg","78","7.2","17,046","tt0388789","movie",NA,NA,NA,NA,"7.2/10","78/100","95%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Ross Kauffman, Zana Briski","77-2005","tt0388789","Born Into Brothels: Calcutta's Red Light Kids","nm1498640","Zana Briski",NA,NA,"Born Into Brothels: Calcutta's Red Light Kids",2004,"R","11 Mar 2005","85 min","Documentary, Biography, News","Zana Briski, Ross Kauffman","Zana Briski, Ross Kauffman","Kochi, Avijit Halder, Shanti Das","Two documentary filmmakers chronicle their time in Sonagchi, Calcutta and the relationships they developed with children of prostitutes who work the city's notorious red light district.","Bengali, English","United States","Won 1 Oscar. 21 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTY0Nzc4NDEwNl5BMl5BanBnXkFtZTcwMjMyNzcyMQ@@._V1_SX300.jpg","78","7.2","17,046","tt0388789","movie",NA,NA,NA,NA,"7.2/10","78/100","95%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Morgan Spurlock","77-2005","tt0390521","Super Size Me","nm1041597","Morgan Spurlock",NA,NA,"Super Size Me",2004,"PG-13","11 Jun 2004","100 min","Documentary","Morgan Spurlock","Morgan Spurlock","Morgan Spurlock, Daryl Isaacs, Chemeeka Walker","While examining the influence of the fast food industry, Morgan Spurlock personally explores the consequences on his health of a diet of solely McDonald's food for one month.","English","United States","Nominated for 1 Oscar. 7 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BMTYyOTk4MjIxOF5BMl5BanBnXkFtZTcwMzk1NTUyMQ@@._V1_SX300.jpg","73","7.2","106,631","tt0390521","movie",NA,NA,NA,NA,"7.2/10","73/100",NA,7,2021-08-20,"Prime","Documentary"
"Best Documentary, Features",NA,"Luigi Falorni, Byambasuren Davaa","77-2005","tt0373861","The Story of the Weeping Camel","nm0266510","Luigi Falorni",NA,NA,"Die Geschichte vom weinenden Kamel",2003,"PG","16 Jul 2004","93 min","Documentary, Drama, Family","Byambasuren Davaa, Luigi Falorni","Byambasuren Davaa, Batbayar Davgadorj, Luigi Falorni","Janchiv Ayurzana, Chimed Ohin, Amgaabazar Gonson","When a Mongolian nomadic family's newest camel colt is rejected by its mother, a musician is needed for a ritual to change her mind.","Mongolian","Germany, Mongolia","Nominated for 1 Oscar. 10 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BMTcwOTk3NjI2Nl5BMl5BanBnXkFtZTcwODQxOTUyMQ@@._V1_SX300.jpg","81","7.4","6,207","tt0373861","movie",NA,NA,NA,NA,"7.4/10","81/100","94%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Luigi Falorni, Byambasuren Davaa","77-2005","tt0373861","The Story of the Weeping Camel","nm1389025","Byambasuren Davaa",NA,NA,"Die Geschichte vom weinenden Kamel",2003,"PG","16 Jul 2004","93 min","Documentary, Drama, Family","Byambasuren Davaa, Luigi Falorni","Byambasuren Davaa, Batbayar Davgadorj, Luigi Falorni","Janchiv Ayurzana, Chimed Ohin, Amgaabazar Gonson","When a Mongolian nomadic family's newest camel colt is rejected by its mother, a musician is needed for a ritual to change her mind.","Mongolian","Germany, Mongolia","Nominated for 1 Oscar. 10 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BMTcwOTk3NjI2Nl5BMl5BanBnXkFtZTcwODQxOTUyMQ@@._V1_SX300.jpg","81","7.4","6,207","tt0373861","movie",NA,NA,NA,NA,"7.4/10","81/100","94%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Lauren Lazin, Karolyn Ali","77-2005","tt0343121","Tupac: Resurrection","nm1020749","Lauren Lazin",NA,NA,"Tupac: Resurrection",2003,"R","14 Nov 2003","112 min","Documentary, Biography, Music","Lauren Lazin","N/A","Tupac Shakur, Rappin' 4-Tay, Conrad Bain","Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop M.Cs. of all time.","English","United States","Nominated for 1 Oscar. 7 nominations total","https://m.media-amazon.com/images/M/MV5BMTY4OTY1NzI4N15BMl5BanBnXkFtZTYwNDI5MzQ3._V1_SX300.jpg","66","7.9","9,430","tt0343121","movie",NA,NA,NA,NA,"7.9/10","66/100","78%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Lauren Lazin, Karolyn Ali","77-2005","tt0343121","Tupac: Resurrection","nm0019434","Karolyn Ali",NA,NA,"Tupac: Resurrection",2003,"R","14 Nov 2003","112 min","Documentary, Biography, Music","Lauren Lazin","N/A","Tupac Shakur, Rappin' 4-Tay, Conrad Bain","Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop M.Cs. of all time.","English","United States","Nominated for 1 Oscar. 7 nominations total","https://m.media-amazon.com/images/M/MV5BMTY4OTY1NzI4N15BMl5BanBnXkFtZTYwNDI5MzQ3._V1_SX300.jpg","66","7.9","9,430","tt0343121","movie",NA,NA,NA,NA,"7.9/10","66/100","78%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Kirby Dick, Eddie Schmidt","77-2005","tt0436857","Twist of Faith","nm0225269","Kirby Dick",NA,NA,"Twist of Faith",2004,"TV-MA","20 Aug 2004","87 min","Documentary","Kirby Dick","N/A","Jeff Anderson, Barbara Blaine, David Clohessy","A man confronts the trauma of past sexual abuse as a boy by a Catholic priest only to find his decision shatters his relationships with his family, community and faith.","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTYyNzM3Mzc3M15BMl5BanBnXkFtZTcwMjE4MDgyMQ@@._V1_SX300.jpg","70","7.3","917","tt0436857","movie",NA,NA,NA,NA,"7.3/10","70/100","100%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Kirby Dick, Eddie Schmidt","77-2005","tt0436857","Twist of Faith","nm0772907","Eddie Schmidt",NA,NA,"Twist of Faith",2004,"TV-MA","20 Aug 2004","87 min","Documentary","Kirby Dick","N/A","Jeff Anderson, Barbara Blaine, David Clohessy","A man confronts the trauma of past sexual abuse as a boy by a Catholic priest only to find his decision shatters his relationships with his family, community and faith.","English","United States","Nominated for 1 Oscar. 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTYyNzM3Mzc3M15BMl5BanBnXkFtZTcwMjE4MDgyMQ@@._V1_SX300.jpg","70","7.3","917","tt0436857","movie",NA,NA,NA,NA,"7.3/10","70/100","100%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Luc Jacquet, Yves Darondeau","78-2006","tt0428803","March of the Penguins","nm0415207","Luc Jacquet",NA,NA,"March of the Penguins",2005,"G","22 Jul 2005","80 min","Documentary, Family","Luc Jacquet","Luc Jacquet, Michel Fessler, Jordan Roberts","Morgan Freeman, Romane Bohringer, Charles Berling","In the Antarctic, every March since the beginning of time, the quest begins to find the perfect mate and start a family.","French","France","Won 1 Oscar. 22 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMTM1NDc5MDYxMl5BMl5BanBnXkFtZTcwMjMzNDAzMQ@@._V1_SX300.jpg","79","7.5","57,468","tt0428803","movie",NA,NA,NA,NA,"7.5/10","79/100","94%",9,2021-07-09,NA,NA
"Best Documentary, Features","Winner","Luc Jacquet, Yves Darondeau","78-2006","tt0428803","March of the Penguins","nm1818327","Yves Darondeau",NA,NA,"March of the Penguins",2005,"G","22 Jul 2005","80 min","Documentary, Family","Luc Jacquet","Luc Jacquet, Michel Fessler, Jordan Roberts","Morgan Freeman, Romane Bohringer, Charles Berling","In the Antarctic, every March since the beginning of time, the quest begins to find the perfect mate and start a family.","French","France","Won 1 Oscar. 22 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMTM1NDc5MDYxMl5BMl5BanBnXkFtZTcwMjMzNDAzMQ@@._V1_SX300.jpg","79","7.5","57,468","tt0428803","movie",NA,NA,NA,NA,"7.5/10","79/100","94%",9,2021-07-09,NA,NA
"Best Documentary, Features",NA,"Hubert Sauper","78-2006","tt0424024","Darwin's Nightmare","nm0767012","Hubert Sauper",NA,NA,"Darwin's Nightmare",2004,"N/A","21 Jan 2005","107 min","Documentary","Hubert Sauper","Hubert Sauper","Elizabeth 'Eliza' Maganga Nsese, Raphael Tukiko Wagara, Dimond Remtulia","A documentary on the effect of fishing the Nile perch in Tanzania's Lake Victoria. The predatory fish, which has wiped out the native species, is sold in European supermarkets, while starving Tanzanian families have to make do with t","English, Russian, Swahili","Austria, Belgium, France, Germany","Nominated for 1 Oscar. 15 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTk0NjY4NTI4MF5BMl5BanBnXkFtZTcwOTA0ODU0MQ@@._V1_SX300.jpg","84","7.5","5,506","tt0424024","movie",NA,NA,NA,NA,"7.5/10","84/100","90%",NA,NA,NA,NA
